business_name,phone,address,website,rating,review_count,place_id,query_source,date_pulled
Parra Car Care,(817) 369-3901,7700 Davis Boulevard North Richland Hills TX 76182,https://parracarcare.com/north-richland-hills/,,,osm:node:11908865926,osm overpass car_repair in Dallas,2026-09-14
Zoom Performance & Body Shop,(214) 677-0008,2100 East Main Street Grand Prairie TX 75050,https://www.zoomperformance.shop,,,osm:node:12055579936,osm overpass car_repair in Dallas,2026-09-14
Stuart's Paint & Body,(214) 221-6999,4420 Tradition Trail Plano TX 75093,https://stuartspaintandbody.com/,,,osm:node:12237306842,osm overpass car_repair in Dallas,2026-09-14
Texas Collision Centers,(469) 214-9161,2501 N Central Expy Plano TX 75075,https://texascollisioncenters.com/,,,osm:node:12298731273,osm overpass car_repair in Dallas,2026-09-14
Texas Collision Centers,(469) 209-6536,3333 W Plano Pkwy Plano TX 75075,https://texascollisioncenters.com/,,,osm:node:12298890801,osm overpass car_repair in Dallas,2026-09-14
Texas Collision Centers,(469) 659-7264,113 Industrial Blvd McKinney TX 75069,https://texascollisioncenters.com/,,,osm:node:12298914973,osm overpass car_repair in Dallas,2026-09-14
Texas Collision Centers,(972) 528-9398,6125 Peeler Street Dallas TX 75235,https://texascollisioncenters.com/,,,osm:node:12298988521,osm overpass car_repair in Dallas,2026-09-14
Texas Collision Centers,(817) 200-4040,1101 N Great SW Pkwy Arlington TX 76011,,,,osm:node:12299051072,osm overpass car_repair in Dallas,2026-09-14
Honcura Car Repair,(972) 399-0455,105 North Story Road Dallas 75061,,,,osm:node:12304871301,osm overpass car_repair in Dallas,2026-09-14
Texas Collision Centers,(469) 521-9100,1875 N Interstate Carrollton TX 75006,https://texascollisioncenters.com/,,,osm:node:12311483753,osm overpass car_repair in Dallas,2026-09-14
Texas Collision Centers,(972) 637-8787,1211 Industrial Way Cedar Hill TX 75104,https://texascollisioncenters.com/,,,osm:node:12311512323,osm overpass car_repair in Dallas,2026-09-14
Texas Collision Centers,(469) 829-2999,1001 Preston Rd Plano TX 75093,https://texascollisioncenters.com/,,,osm:node:12311538224,osm overpass car_repair in Dallas,2026-09-14
Texas Collision Centers,(214) 239-1200,11565 Reeder Rd Dallas TX 75229,https://texascollisioncenters.com/,,,osm:node:12311586691,osm overpass car_repair in Dallas,2026-09-14
K3S Auto Repair,(866) 537-9110,307 North Rogers Road Irving TX 75061,https://www.k3sautorepair.com/,,,osm:node:12531556794,osm overpass car_repair in Dallas,2026-09-14
Oakcliff Tire & Wheel,(214) 948-6006,2550 West Davis Street Dallas TX 75211,https://oakclifftireandwheel.com,,,osm:node:12539211342,osm overpass car_repair in Dallas,2026-09-14
Costco Tire Center,(817) 806-9833,8900 Tehama Ridge Parkway Fort Worth TX 76177,https://www.costco.com/warehouse-locations/n-fort-worth-fort-worth-tx-1173.html,,,osm:node:12554995048,osm overpass car_repair in Dallas,2026-09-14
Costco Tire Center,(817) 210-0018,600 West Arbrook Boulevard Arlington TX 76014-3702,,,,osm:node:12554995049,osm overpass car_repair in Dallas,2026-09-14
Costco Tire Center,(469) 221-8113,250 West Highway 67 Duncanville TX 75137,https://www.costco.com/warehouse-locations/duncanville-tx-636.html,,,osm:node:12554995051,osm overpass car_repair in Dallas,2026-09-14
Costco Tire Center,(817) 749-2809,2601 East State Highway 114 Southlake TX 76092,https://www.costco.com/w/-/tx/southlake/669,,,osm:node:12554995052,osm overpass car_repair in Dallas,2026-09-14
Costco Tire Center,(469) 948-1031,851 East State Highway 121 Lewisville TX 75067,https://www.costco.com/warehouse-locations/lewisville-tx-683.html,,,osm:node:12554995053,osm overpass car_repair in Dallas,2026-09-14
Costco Tire Center,(972) 246-2209,1701 Dallas Parkway Plano TX 75093-4580,https://www.costco.com/warehouse-locations/w-plano-plano-tx-684.html,,,osm:node:12554995055,osm overpass car_repair in Dallas,2026-09-14
Costco Tire Center,(972) 244-0018,3800 Central Expressway Plano TX 75074,https://www.costco.com/warehouse-locations/e-plano-plano-tx-664.html,,,osm:node:12554995057,osm overpass car_repair in Dallas,2026-09-14
Costco Tire Center,(469) 680-7546,8055 Churchill Way Dallas TX 75251,https://www.costco.com/warehouse-locations/dallas-tx-1266.html,,,osm:node:12554995059,osm overpass car_repair in Dallas,2026-09-14
Goodwrench Automotive,(972) 494-9353,701 Shepherd Drive Garland TX,https://goodwrenchautomotive.com,,,osm:node:12560261727,osm overpass car_repair in Dallas,2026-09-14
Kwik Kar Marsh,(469) 892-5987,1049 Marsh Lane Carrollton 75006,,,,osm:node:12610384190,osm overpass car_repair in Dallas,2026-09-14
Kwik Kar Willow Bend,(972) 781-2700,2208 Midway Road Plano 75093,,,,osm:node:12610434299,osm overpass car_repair in Dallas,2026-09-14
Kwik Kar Lube & Tune,(972) 395-7661,4133 Old Denton Road Carrollton 75010,,,,osm:node:12610466409,osm overpass car_repair in Dallas,2026-09-14
Stress-Free Auto Care,(817) 704-0600,301 West Euless Boulevard Euless TX 76040,https://www.stressfree.com/shops/euless,,,osm:node:12715183689,osm overpass car_repair in Dallas,2026-09-14
Stress-Free Auto Care,(817) 764-0202,3201 West Pioneer Parkway Pantego TX 76013,https://www.stressfree.com/,,,osm:node:12715205946,osm overpass car_repair in Dallas,2026-09-14
Walmart Auto Care Center,(682) 831-9338,1228 North US Highway 377 Roanoke TX 76262,https://www.walmart.com/store/5247-roanoke-tx/auto-care-center,,,osm:node:12877739931,osm overpass car_repair in Dallas,2026-09-14
NTB,(325) 274-2808,200 South Watters Road Allen TX 75013,,,,osm:node:12918507882,osm overpass car_repair in Dallas,2026-09-14
Titan Auto Glass,(972) 747-9400,10400 Frisco Street Frisco TX 75034,https://titanautoglass.net/auto-glass-frisco/,,,osm:node:13034358571,osm overpass car_repair in Dallas,2026-09-14
Lone Star Auto Detail Shop,(972) 970-4302,Dallas,,,,osm:node:13046704428,osm overpass car_repair in Dallas,2026-09-14
Lewisville Car Care,(972) 436-8166,Dallas,,,,osm:node:13046720059,osm overpass car_repair in Dallas,2026-09-14
Auto Kar,(972) 554-7799,2100 Carl Road Dallas 75061,,,,osm:node:13083938802,osm overpass car_repair in Dallas,2026-09-14
N. B. Exxon,(972) 234-1762,1702 East Belt Line Road Dallas 75081,http://nb-exxon.com/,,,osm:node:13121723845,osm overpass car_repair in Dallas,2026-09-14
Take 5 Oil Change,(817) 502-3308,9550 White Settlement Road Dallas 76108,http://take5.com,,,osm:node:13191042201,osm overpass car_repair in Dallas,2026-09-14
AutoGlassNow,(817) 246-3001,7940 West Freeway Dallas 76108,http://autoglassnow.com,,,osm:node:13191067401,osm overpass car_repair in Dallas,2026-09-14
Jeffrey's Collision Center,(817) 485-6420,5907 Denton Highway Dallas 76148,,,,osm:node:13230500901,osm overpass car_repair in Dallas,2026-09-14
Northaven Automotive,(214) 750-8850,7931 Northaven Road Dallas,,,,osm:node:13295448655,osm overpass car_repair in Dallas,2026-09-14
Costco Tire Center,(469) 656-4868,1067 State Highway 121 Allen TX 75013,https://www.costco.com/w/-/tx/allen/1739,,,osm:node:13299210269,osm overpass car_repair in Dallas,2026-09-14
Costco Tire Center,(972) 772-1602,1225 State Highway 276 Rockwall TX 75032,https://www.costco.com/warehouse-locations/rockwall-tx-1049.html,,,osm:node:13299210271,osm overpass car_repair in Dallas,2026-09-14
Kincaid's Transmissions & Auto Repair,+1-682-224-3090;+1-682-274-5943,110 Carroll Street Fort Worth TX 76107,,,,osm:node:13333397457,osm overpass car_repair in Dallas,2026-09-14
Moses Auto Service & Repair,(214) 441-3544,1716 North Story Road Dallas 75061,,,,osm:node:13411255701,osm overpass car_repair in Dallas,2026-09-14
NTB,(945) 215-8611,4901 Eldorado Parkway McKinney TX 75070,,,,osm:node:13458750177,osm overpass car_repair in Dallas,2026-09-14
McKinney Oil X-Change,(972) 540-0101,4650 Eldorado Parkway McKinney TX 75070,https://mckinneyoilxchange.com/,,,osm:node:13458750179,osm overpass car_repair in Dallas,2026-09-14
Just Tires,(972) 569-9606,3950 Eldorado Parkway McKinney TX 75070,https://www.justtires.com/en-US/shop/TX/Mckinney/000904135-75070-4232,,,osm:node:13458750191,osm overpass car_repair in Dallas,2026-09-14
Infamous Audio,(469) 855-1667,1616 Range Drive Mesquite TX 75149,,,,osm:node:13522707480,osm overpass car_repair in Dallas,2026-09-14
The Hondew Shop,(972) 437-9520,13664 Floyd Circle Dallas,https://thehondewshop.com,,,osm:node:13524530139,osm overpass car_repair in Dallas,2026-09-14
Antonio's Auto Repair,(972) 219-5425,Dallas,,,,osm:node:13532692364,osm overpass car_repair in Dallas,2026-09-14
Mike's Tire,(972) 956-0433,Dallas,,,,osm:node:13532746301,osm overpass car_repair in Dallas,2026-09-14
Mobile Auto Repair,(469) 767-9119,Dallas,,,,osm:node:13564851361,osm overpass car_repair in Dallas,2026-09-14
High Tech Auto Care,(972) 312-1110,800 East Parker Road Dallas,,,,osm:node:13598144464,osm overpass car_repair in Dallas,2026-09-14
Spring Valley Muffler & Auto Care,(972) 234-4944,707 West Spring Valley Road Dallas,https://springvalleymuffler.com,,,osm:node:13659193840,osm overpass car_repair in Dallas,2026-09-14
Major League IID,(469) 812-8582,5624 Copeville West Road Nevada TX 75173,,,,osm:node:13661453357,osm overpass car_repair in Dallas,2026-09-14
Highlife Audio Fabrication,(469) 466-8060,9959 Royal Lane Dallas TX 75231,,,,osm:node:13787089917,osm overpass car_repair in Dallas,2026-09-14
Costco Tire Center,(469) 728-0051,150 FM 460 Forney TX 75126,https://www.costco.com/w/-/tx/forney/1771,,,osm:node:13820583042,osm overpass car_repair in Dallas,2026-09-14
Tint and Car Audio Concepts,(817) 730-8044,7119 W Vickery Blvd Fort Worth TX 76116,https://tintandcaraudioconcepts.godaddysites.com/,,,osm:node:13937765847,osm overpass car_repair in Dallas,2026-09-14
L&J AUTO SALES & REPAIR,(469) 350-2166,4310 Troy Road Dallas 75098,,,,osm:node:13945379101,osm overpass car_repair in Dallas,2026-09-14
KTC TUNE AND LUBE,(817) 274-0500,2321 West Pioneer Parkway Dallas 76013,https://www.ktcautocare.com/,,,osm:node:13981179501,osm overpass car_repair in Dallas,2026-09-14
Sam's Club Auto Tire & Battery,(469) 608-6005,4062 Lyndon B Johnson Freeway Dallas 75244,,,,osm:node:13988825002,osm overpass car_repair in Dallas,2026-09-14
Kwik Kar Auto Center,(972) 259-5823,1620 West Pioneer Drive Irving TX,,,,osm:node:13995763957,osm overpass car_repair in Dallas,2026-09-14
Downtown Auto Repair & Body Work,(817) 870-2237,118 North Henderson Street Dallas 76102,,,,osm:node:14047643602,osm overpass car_repair in Dallas,2026-09-14
Turbo Tint,(469) 421-0700,714 South Greenville Avenue Allen TX 75002,,,,osm:node:14047949316,osm overpass car_repair in Dallas,2026-09-14
AMP Auto Hail Repair,(214) 433-2922,2901 North Central Expressway Dallas,https://amphail.com,,,osm:node:14062544039,osm overpass car_repair in Dallas,2026-09-14
Beshear’s Collision Repair,(817) 282-7390,724 West Hurst Boulevard Hurst TX 76053,https://beshearscollisionrepairs.com/,,,osm:node:14088609442,osm overpass car_repair in Dallas,2026-09-14
Jiffy Lube,(817) 306-7872,3172 Basswood Boulevard Dallas 76137,https://www.jiffylube.com/locations/tx/fort-worth/3443,,,osm:node:14130232102,osm overpass car_repair in Dallas,2026-09-14
AAA State Inspection,(972) 242-5122,2016 Keller Springs Road Dallas 75006,http://aaastateinspections.com,,,osm:node:14144714203,osm overpass car_repair in Dallas,2026-09-14
Discount Tire,(972) 539-7171,2405 Grapevine Mills Circle East Grapevine TX 76051,,,,osm:way:28125334,osm overpass car_repair in Dallas,2026-09-14
Discount Tire,(214) 596-1267,3516 West Airport Freeway Irving TX 75062,,,,osm:way:61697514,osm overpass car_repair in Dallas,2026-09-14
Meineke,(817) 900-3855,5031 Bryant Irvin Road Fort Worth TX 76132,https://www.meineke.com,,,osm:way:152379830,osm overpass car_repair in Dallas,2026-09-14
Discount Tire,(817) 294-4422,5650 Bryant Irvin Road Fort Worth TX 76132,,,,osm:way:152382276,osm overpass car_repair in Dallas,2026-09-14
Discount Tire,(972) 231-7828,13645 North Central Expressway Dallas TX 75243,https://www.discounttire.com/store/tx/dallas/s/1202,,,osm:way:220626680,osm overpass car_repair in Dallas,2026-09-14
Bodyworks Unlimited,(972) 385-3499,12160 Coit Road Dallas,,,,osm:way:221149550,osm overpass car_repair in Dallas,2026-09-14
Brakes Plus,(972) 377-6599,8620 Ohio Drive Plano TX 75024,https://www.brakesplus.com,,,osm:way:259565916,osm overpass car_repair in Dallas,2026-09-14
Discount Tire,(972) 377-8242,8700 Ohio Drive Plano TX 75024,,,,osm:way:259565931,osm overpass car_repair in Dallas,2026-09-14
Discount Tire,(817) 447-7540,13001 South Freeway Burleson TX 76028,,,,osm:way:271674299,osm overpass car_repair in Dallas,2026-09-14
Discount Tire,(972) 423-6045,1120 Central Expressway Plano TX 75074,,,,osm:way:291931090,osm overpass car_repair in Dallas,2026-09-14
MAACO,(940) 220-6073,2115 Sadau Court Denton TX 76210,www.maaco.com,,,osm:way:298346630,osm overpass car_repair in Dallas,2026-09-14
Firestone,(940) 220-6285,1850 Brinker Road Denton TX 76208,https://local.firestonecompleteautocare.com/texas/denton/1850-brinker-rd,,,osm:way:299618024,osm overpass car_repair in Dallas,2026-09-14
Pep Boys,(940) 380-0123,1605 Dallas Drive Denton TX 76205,https://pepboys.com/stores/tx/denton/1605-dallas-dr?storeCode=0781,,,osm:way:299738300,osm overpass car_repair in Dallas,2026-09-14
Christian Brothers Automotive,(972) 640-9832,3790 Eldorado Parkway McKinney TX 75070,https://www.cbac.com/mckinney/,,,osm:way:312154555,osm overpass car_repair in Dallas,2026-09-14
SpeeDee Oil Change and Tune-up,(972) 291-5413,321 East FM 1382 Cedar Hill TX 75104,,,,osm:way:343989577,osm overpass car_repair in Dallas,2026-09-14
Discount Tire Company,(972) 264-9362,130 West Pioneer Parkway Grand Prairie TX 75051,,,,osm:way:356338468,osm overpass car_repair in Dallas,2026-09-14
Hi Five Auto Care,(972) 744-0040,532 West Belt Line Road Richardson TX 75080,https://hifiveautocare.com/index.html,,,osm:way:379973169,osm overpass car_repair in Dallas,2026-09-14
Goodyear Shipman Tire,(972) 298-7182,1601 North Hampton Road DeSoto TX 75115,https://www.goodyear.com/,,,osm:way:393935426,osm overpass car_repair in Dallas,2026-09-14
Firestone Complete Auto Care,(972) 892-9206,210 East Camp Wisdom Road Duncanville TX 75116,,,,osm:way:404662098,osm overpass car_repair in Dallas,2026-09-14
Discount Tire,(469) 384-9662,4805 State Highway 121 The Colony TX 75056,,,,osm:way:422101367,osm overpass car_repair in Dallas,2026-09-14
Firestone,(972) 624-7819,5283 State Highway 121 The Colony TX 75056,https://local.firestonecompleteautocare.com/texas/the-colony/5283-state-highway-121/,,,osm:way:422101370,osm overpass car_repair in Dallas,2026-09-14
Brakes Plus,(945) 293-2879,3804 Main Street The Colony TX 75056,https://www.brakesplus.com/stores/the-colony/tx/0358/,,,osm:way:423424923,osm overpass car_repair in Dallas,2026-09-14
Kwik Kar,(972) 394-4885,1949 East Frankford Road Carrollton TX 75007,https://kwikkarcare.com/locations/frankford-carrollton-tx/,,,osm:way:423733122,osm overpass car_repair in Dallas,2026-09-14
SpeeDee Oil Change,(972) 394-9586,3107 Old Denton Road Carrollton TX 75007,https://speedee.org,,,osm:way:423752571,osm overpass car_repair in Dallas,2026-09-14
Driver's Edge,(972) 245-3144,1401 Wainwright Way Dallas,https://www.mydriversedge.com/locations/carrollton-auto-repair/,,,osm:way:423752574,osm overpass car_repair in Dallas,2026-09-14
Discount Tire,(972) 267-1877,1901 Dallas Parkway Plano TX 75093,,,,osm:way:423963194,osm overpass car_repair in Dallas,2026-09-14
Discount Tire,(972) 380-8854,3408 Trinity Mills Road Carrollton TX 75006,,,,osm:way:424187317,osm overpass car_repair in Dallas,2026-09-14
Auto Hans,(972) 788-2043,15840 Addison Road Addison TX 75001,https://www.autohans.com/,,,osm:way:424505381,osm overpass car_repair in Dallas,2026-09-14
Mid Cities Auto Glass,(972) 220-8888,自動15302 Midway Road Addison TX 75001,https://midcitiesautoglass.com,,,osm:way:424637792,osm overpass car_repair in Dallas,2026-09-14
Discount Auto & Tire Shop,(972) 247-4944,2433 Valley View Lane Dallas 75234,https://discountautoandtireshop.com/,,,osm:way:429032026,osm overpass car_repair in Dallas,2026-09-14
Discount Tire,(972) 385-0700,5540 Arapaho Road Dallas TX 75248,,,,osm:way:448875187,osm overpass car_repair in Dallas,2026-09-14
Take 5 Oil Change,(817) 370-9420,6050 South Hulen Street Ft. Worth 76132,,,,osm:way:456440330,osm overpass car_repair in Dallas,2026-09-14
Collett Tire Shop,(214) 380-5076,201 North Collett Avenue Dallas,https://collettshop.com/,,,osm:way:464221748,osm overpass car_repair in Dallas,2026-09-14
Discount Tire,(214) 391-4148,1638 South Buckner Boulevard Dallas TX 75217,,,,osm:way:465658747,osm overpass car_repair in Dallas,2026-09-14
Kwik Kar Valley Ranch,(972) 831-1040,9451 North MacArthur Boulevard Dallas,https://valleyranchkwik.com/,,,osm:way:465679840,osm overpass car_repair in Dallas,2026-09-14
Classic Oil & Lube,(214) 821-8955,1110 South Beacon Street Dallas,https://classic-self-services.edan.io/,,,osm:way:465715625,osm overpass car_repair in Dallas,2026-09-14
Discount Tire,(214) 946-9011,414 North Hampton Road Dallas TX 75208,,,,osm:way:465785198,osm overpass car_repair in Dallas,2026-09-14
Discount Tire,(214) 520-1566,3524 Inwood Road Dallas TX 75209,,,,osm:way:466409567,osm overpass car_repair in Dallas,2026-09-14
Discount Tire,(214) 363-8444,6616 East Northwest Highway Dallas TX 75231,,,,osm:way:466473189,osm overpass car_repair in Dallas,2026-09-14
Sabina's Auto Repair,(214) 634-8112,Dallas,,,,osm:way:466701966,osm overpass car_repair in Dallas,2026-09-14
Salazar Muffler & Truck Repar,(214) 761-9082,2323 Chalk Hill Road Dallas,,,,osm:way:466702178,osm overpass car_repair in Dallas,2026-09-14
Discount Tire,(972) 241-9924,2976 Forest Lane Dallas TX 75234,,,,osm:way:467534861,osm overpass car_repair in Dallas,2026-09-14
NorthLake Automotive,(214) 341-3773,10150 Shoreview Road Dallas,https://www.northlake-automotive.com/,,,osm:way:468095469,osm overpass car_repair in Dallas,2026-09-14
Discount Tire,(214) 349-2341,10640 Forest Lane Dallas TX 75243,,,,osm:way:468097570,osm overpass car_repair in Dallas,2026-09-14
Discount Tire,(972) 432-8778,8550 North MacArthur Boulevard Irving TX 75063,https://www.discounttire.com/,,,osm:way:469117014,osm overpass car_repair in Dallas,2026-09-14
Rallye Auto Service,(972) 769-0820,18181 Hillcrest Road Dallas 75252,http://rallyeautoservice.com,,,osm:way:470346219,osm overpass car_repair in Dallas,2026-09-14
Discount Tire,(972) 495-2627,5440 State Highway 78 Sachse TX 75048,,,,osm:way:495947115,osm overpass car_repair in Dallas,2026-09-14
National Service Systems LLC,(817) 624-2454,2201 Brennan Avenue Fort Worth TX 76106,http://nationalservicesystemsllc.com,,,osm:way:497732905,osm overpass car_repair in Dallas,2026-09-14
Discount Tire,(817) 446-0692,1000 East Loop 820 Fort Worth TX 76112,,,,osm:way:497781387,osm overpass car_repair in Dallas,2026-09-14
Discount Tire,(817) 263-4577,3463 Altamesa Boulevard Fort Worth TX 76133,,,,osm:way:500256068,osm overpass car_repair in Dallas,2026-09-14
Crash Champions,(817) 302-5250,2951 West Loop 820 South Fort Worth TX 76116,https://crashchampions.com/locations/crash-champions-west-ft-worth,,,osm:way:500509683,osm overpass car_repair in Dallas,2026-09-14
Crash Champions,(817) 293-7300,9601 South Freeway Fort Worth TX 76140,https://crashchampions.com/locations/crash-champions-south-ft-worth,,,osm:way:504064686,osm overpass car_repair in Dallas,2026-09-14
Just Tires,(817) 370-9694,5155 Bryant Irvin Road Fort Worth TX 76132,,,,osm:way:504084116,osm overpass car_repair in Dallas,2026-09-14
Valvoline,(817) 263-7793,5800 Bryant Irvin Road Fort Worth TX 76132,https://store.vioc.com/tx/fortworth/oil-change-fb0004.html,,,osm:way:504085127,osm overpass car_repair in Dallas,2026-09-14
Crash Champions,(817) 423-4030,7320 Kingswood Drive Dallas,https://crashchampions.com/locations/crash-champions-benbrook,,,osm:way:504092831,osm overpass car_repair in Dallas,2026-09-14
W Z Auto Sales,(817) 987-1326,140 South Bowen Road Arlington TX 76012,,,,osm:way:524825612,osm overpass car_repair in Dallas,2026-09-14
Orr Tommy L Auto Service Inc,(817) 275-0631,2502 West Division Street Arlington TX 76012,,,,osm:way:524827106,osm overpass car_repair in Dallas,2026-09-14
All Auto Repair,(817) 795-6656,Dallas,,,,osm:way:524829495,osm overpass car_repair in Dallas,2026-09-14
Jay's Front-End Alignment and Auto Repair,(817) 265-2690,115 South Bowen Road Arlington TX 76012,,,,osm:way:524829497,osm overpass car_repair in Dallas,2026-09-14
Dr. Car Repair Inc.,(682) 777-9590,115 South Bowen Road Arlington TX 76012,,,,osm:way:524829983,osm overpass car_repair in Dallas,2026-09-14
Gaby's Auto,(817) 277-7825,115 South Bowen Road Arlington TX 76012,,,,osm:way:524829984,osm overpass car_repair in Dallas,2026-09-14
Ed's Garage,(817) 284-0712,1200 W Hurst Boulevard Hurst TX 76053,,,,osm:way:544409862,osm overpass car_repair in Dallas,2026-09-14
Mavis Tires & Brakes,(945) 215-8610,7237 South Custer Road Dallas,https://mavis.com,,,osm:way:547957476,osm overpass car_repair in Dallas,2026-09-14
Discount Tire,(214) 547-0673,2260 State Highway 121 Plano TX 75025,https://discounttire.com,,,osm:way:547990302,osm overpass car_repair in Dallas,2026-09-14
Discount Tire,(972) 540-5895,2751 Central Expressway McKinney TX 75070,,,,osm:way:549631107,osm overpass car_repair in Dallas,2026-09-14
Brakes Plus,(469) 633-9717,9049 Preston Vineyard Drive Frisco TX 75035,https://www.brakesplus.com,,,osm:way:554350720,osm overpass car_repair in Dallas,2026-09-14
Discount Tire,(817) 595-1912,1492 West Pipeline Road Hurst TX 76053,,,,osm:way:556194192,osm overpass car_repair in Dallas,2026-09-14
Firestone Complete Auto Care,(817) 580-7510,1233 Melbourne Road Hurst TX 76053,,,,osm:way:556215705,osm overpass car_repair in Dallas,2026-09-14
Diesel Pros LLC,(817) 284-7171,1347 West Hurst Blvd Hurst TX 76053,https://dieselprosllc.com/,,,osm:way:560008641,osm overpass car_repair in Dallas,2026-09-14
Emerald Automotive Group,(817) 590-9771,1347 West Hurst Blvd Hurst TX 76053,,,,osm:way:560008642,osm overpass car_repair in Dallas,2026-09-14
All About Autos,(817) 284-2288,1261 West Hurst Blvd Hurst TX 76053,https://www.allaboutautosdfw.net/,,,osm:way:560008658,osm overpass car_repair in Dallas,2026-09-14
Cordero Garage,(817) 298-7043,1137 West Hurst Blvd Hurst TX 76053,,,,osm:way:560015926,osm overpass car_repair in Dallas,2026-09-14
Christensen Tire & Automotive,(972) 234-8852,1407 East Belt Line Road Richardson TX 75081,https://www.christensentire.com/,,,osm:way:567215460,osm overpass car_repair in Dallas,2026-09-14
Crash Champions,(817) 503-7555,8225 Northeast Parkway North Richland Hills TX 76182,https://crashchampions.com/locations/crash-champions-colleyville,,,osm:way:576483834,osm overpass car_repair in Dallas,2026-09-14
Kwik Kar of Flower Mound,(972) 355-1990,1045 Cross Timbers Road Flower Mound TX 75028,,,,osm:way:592560711,osm overpass car_repair in Dallas,2026-09-14
Bengal Automotive,(214) 902-0952,4814 Bengal Street Dallas TX 75235,https://www.bengalautomotive.com/,,,osm:way:594028427,osm overpass car_repair in Dallas,2026-09-14
Christensen Tire & Automotive,(972) 437-9677,2161 East Arapaho Road Richardson TX 75081,,,,osm:way:598175997,osm overpass car_repair in Dallas,2026-09-14
Discount Tire,(817) 567-9394,1330 North US Highway 377 Roanoke TX 76262,https://www.discounttire.com/store/tx/roanoke/s/1909,,,osm:way:603567773,osm overpass car_repair in Dallas,2026-09-14
Take 5 Oil Change,(817) 412-7469,1209 North US Highway 377 Roanoke TX 76262,https://www.take5.com/locations/oil-change/texas/roanoke/30821/,,,osm:way:603889813,osm overpass car_repair in Dallas,2026-09-14
Mavis Tires & Brakes,(682) 831-0500,1213 North US Highway 377 Roanoke TX 76262,https://www.ntb.com/,,,osm:way:603889814,osm overpass car_repair in Dallas,2026-09-14
Discount Tire,(972) 240-0208,711 West Interstate 30 Mesquite TX 75150,,,,osm:way:615887232,osm overpass car_repair in Dallas,2026-09-14
Discount Tire,(972) 867-8896,209 Coit Road Plano TX 75075,,,,osm:way:629228899,osm overpass car_repair in Dallas,2026-09-14
Discount Tire,(817) 483-0009,5940 I-20 West Arlington TX 76017,,,,osm:way:631931851,osm overpass car_repair in Dallas,2026-09-14
Discount Tire,(817) 460-0162,818 North Collins Street Arlington TX 76011,,,,osm:way:640502454,osm overpass car_repair in Dallas,2026-09-14
Discount Tire,(817) 548-1820,1375 Northeast Green Oaks Boulevard Arlington TX 76006,,,,osm:way:642660821,osm overpass car_repair in Dallas,2026-09-14
Lake City Auto Repair,(972) 353-5600,510 South Edmonds Lane Dallas,,,,osm:way:647856318,osm overpass car_repair in Dallas,2026-09-14
Discount Tire,(469) 892-1487,3390 President George Bush Turnpike Dallas TX 75287,,,,osm:way:648542503,osm overpass car_repair in Dallas,2026-09-14
Crash Champions,(972) 315-6505,2765 South Stemmons Freeway Lewisville TX 75067,https://crashchampions.com/locations/crash-champions-lewisville,,,osm:way:648603657,osm overpass car_repair in Dallas,2026-09-14
Discount Tire,(972) 315-3899,2385 I-35E Frontage Road Lewisville TX 75067,,,,osm:way:650140056,osm overpass car_repair in Dallas,2026-09-14
Discount Tire,(972) 578-9561,1016 East Park Boulevard Plano TX 75074,,,,osm:way:650391017,osm overpass car_repair in Dallas,2026-09-14
Dekra,(972) 612-4687,3140 Independence Parkway Plano TX 75075,https://www.dekra.us/en/texas/plano-3140-independence-pky/,,,osm:way:650758782,osm overpass car_repair in Dallas,2026-09-14
Firestone Complete Auto Care,(972) 624-7714,4700 Preston Road Frisco TX 75034,,,,osm:way:651787993,osm overpass car_repair in Dallas,2026-09-14
Discount Tire,(972) 228-3514,1155 North Beckley Avenue DeSoto TX 75115,,,,osm:way:652868667,osm overpass car_repair in Dallas,2026-09-14
Discount Tire,(817) 329-2211,2055 West State Highway 114 Grapevine TX 76051,,,,osm:way:653239202,osm overpass car_repair in Dallas,2026-09-14
Grease Monkey,(972) 867-2241,3201 West Parker Road Plano TX 75075,https://www.greasemonkeyauto.com/plano-texas-75023-center-1363/,,,osm:way:653452811,osm overpass car_repair in Dallas,2026-09-14
Driver's Edge Complete Auto Repair,(972) 724-0802,6200 Morriss Road Flower Mound TX 75028,https://www.mydriversedge.com/locations/flower-mound-auto-repair/,,,osm:way:654790750,osm overpass car_repair in Dallas,2026-09-14
Discount Tire,(972) 691-8533,1901 Justin Road Flower Mound TX 75028,,,,osm:way:654790757,osm overpass car_repair in Dallas,2026-09-14
Discount Tire,(682) 518-6972,1161 US Highway 287 North Mansfield TX 76063,,,,osm:way:655829521,osm overpass car_repair in Dallas,2026-09-14
Discount Tire,(817) 468-7575,3704 South Cooper Street Arlington TX 76015,,,,osm:way:658892286,osm overpass car_repair in Dallas,2026-09-14
Camarillos Tire Shop Inc,(469) 288-1891,1019 Dallas Drive Denton TX 76205,,,,osm:way:659364818,osm overpass car_repair in Dallas,2026-09-14
Eagle Tire & Wheel,(972) 463-0992,5120 Grisham Drive Rowlett Tx 75088,,,,osm:way:660742950,osm overpass car_repair in Dallas,2026-09-14
Elias Body Shop,(972) 289-0101,712 South Sam Houston Road Mesquite TX 75149,,,,osm:way:663233274,osm overpass car_repair in Dallas,2026-09-14
Fifth Gear Automotive - Lewisville,(972) 317-4005,1975 Archer Avenue Lewisville TX 75077,,,,osm:way:665351714,osm overpass car_repair in Dallas,2026-09-14
